排名,名称,追番人数
3068,迷糊餐廳（僅限港澳台地區）,6230追番
3069,搞怪拍档,6208追番
3070,卡罗尔,6174追番
3071,变形金刚 领袖之证（日版）,6157追番
3072,疾风无敌银堡垒,6140追番
3073,宇宙战舰大和号 复活篇,6081追番
3074,无责任舰长,6076追番
3075,爆丸4 机械波涛,6058追番
3076,宇宙兄弟#0,6055追番
3077,绝对无敌雷神王,6047追番
3078,佐佐桑比,6032追番
3079,猪猪秀 第三季,6030追番
3080,变形金刚 三乘合体,6029追番
3081,天使特警 剧场版 觉醒篇,6027追番
3082,BLUE REFLECTION RAY/澪（僅限港澳台地區）,5996追番
3083,茄子 带着旅行箱的候鸟,5991追番
3084,高達創戰潛行者 Re:RISE（僅限港澳地區）,5936追番
3085,彼得潘的冒险,5907追番
3086,幻想叙谭艾尔西亚,5888追番
3087,文豪野犬 汪！（僅限港澳台地區）,5869追番
3088,少女☆歌劇 Revue Starlight（僅限港澳台地區）,5839追番
3089,咪咪流浪记,5821追番
3090,阿信,5816追番
3091,御宅族的錄影帶,5799追番
3092,別冊 奧林匹克之環（僅限台灣地區）,5775追番
3093,百变之星 不死鸟传说 - 蕾拉?汉密尔顿物语,5759追番
3094,碧奇魂2,5725追番
3095,超能力魔美,5706追番
3096,小書痴的下剋上:為了成為圖書管理員不擇手段!（僅限台灣地區）,5701追番
3097,破里拳 Hurricane Polimar,5684追番
3098,遊戲王怪獸之決鬥(僅限港澳台地區),5683追番
3099,铁人28号,5677追番
3100,辛巴达 飞翔公主与秘密之岛,5675追番
3101,橙路 OVA,5671追番
3102,放學後桌遊俱樂部（僅限港澳台地區）,5670追番
3103,仙乐传说 世界统合篇,5657追番
3104,装甲骑兵 孤影再临,5644追番
3105,地下巧克力 我们的巧克力战争,5621追番
3106,机动战舰大和抚子 OVA,5616追番
3107,宇宙战舰大和号 新的旅程,5608追番
3108,太阳之牙达格拉姆,5607追番
3109,星界的战旗 TV版 星界的战旗I,5589追番
3110,魔术士奥芬 -Revenge-,5575追番
3111,我是国王,5560追番
3112,和殿下一起～眼罩之野心～,5553追番
3113,天空战记 创世前的暗斗,5452追番
3114,鬼滅之刃 無限列車篇（僅限港澳地區）,5439追番
3115,少年好莱坞 第二季,5418追番
3116,超级机器人大战原创世纪 OVA,5359追番
3117,微星小超人,5340追番
3118,野良耳,5274追番
3119,星合之空（僅限台灣地區）,5260追番
3120,銀河英雄傳說：全新命題 星亂（僅限港澳台地區）,5240追番
3121,决斗大师 VSRF,5234追番
3122,展开骑士,5228追番
3123,樱花大战 OVA2轰华绚烂,5199追番
3124,非槍人生（僅限台灣地區）,5181追番
3125,闇芝居 第八季（僅限港澳台地區）,5137追番
3126,美妙射擊部 / RIFLE IS BEAUTIFUL（僅限台灣地區）,5123追番
3127,异次元的世界 El Hazard,5108追番
3128,前進吧！登山少女（僅限台灣地區）,5103追番
3129,女棒甲子园,5103追番
3130,新战神金刚：传奇的保护神 第四季,5101追番
3131,宇宙战舰大和号 完结篇,5099追番
3132,昨日之歌（僅限台灣地區）,5074追番
3133,直白标题机器人动画,5073追番
3134,伊甸少年,5057追番
3135,危险调查员,5055追番
3136,天使特警 剧场版 黎明篇,5052追番
3137,再見了，我的克拉默（僅限港澳台地區）,5029追番
3138,玻璃兔,5015追番
3139,先驱少女的日常茶饭事,4988追番
3140,獵魔武士/GIBIATE（僅限港澳台地區）,4973追番
3141,银河铁道物语II 永远的分歧点,4965追番
3142,超时空骑团,4905追番
3143,水晶国传说,4901追番
3144,比方說，這是個出身魔王關附近的少年在新手村生活的故事（僅限港澳台地區）,4898追番
3145,热血人面犬,4866追番
3146,剧场传说,4862追番
3147,怪力少女,4815追番
3148,希曼的新冒险,4814追番
3149,廚神小當家（僅限台灣地區）,4806追番
3150,再造人卡辛（OVA）,4792追番
3151,閃電十一人GO 銀河篇（僅限港澳台地區）,4785追番
3152,募戀英雄（僅限港澳台地區）,4779追番
3153,时空转抄纳斯卡,4771追番
3154,Hello Kitty 苹果森林 第二季,4757追番
3155,盖塔机器人 剧场版,4753追番
3156,雾熊s,4741追番
3157,星梦手记 广播节目,4732追番
3158,約定的夢幻島 第二季（僅限港澳台）,4706追番
3159,廚神小當家 第二季（僅限台灣地區）,4690追番
3160,银河铁道物语 被遗忘时间的惑星,4690追番
3161,星梦手记 生放送,4687追番
3162,灵犬雪丽,4681追番
3163,悠悠哉哉少女日和 第三季（僅限港澳台地區）,4662追番
3164,HEROMAN（中配版）,4631追番
3165,Di Gi Charat Panyo Panyo,4630追番
3166,苍之流星SPT雷兹纳,4627追番
3167,乒乓（僅限港澳台地區）,4592追番
3168,银河天使Z,4575追番
3169,奥运高手,4561追番
3170,仙乐传说 迪赛雅兰篇,4540追番
3171,機動戰士高達 THE ORIGIN IV：命運的前夜（僅限港澳台地區）,4516追番
3172,白貓 Project ZERO CHRONICLE（僅限台灣地區）,4507追番
3173,急救超人兵团,4506追番
3174,GR铁甲人,4504追番
3175,天使特警 剧场版 泛滥篇,4489追番
3176,机械女神J to X,4479追番
3177,风－心之呼吸 OVA,4475追番
3178,我要上太空,4425追番
3179,新战神金刚：传奇的保护神 第二季,4419追番
3180,麻衣的魔法和家庭日,4388追番
3181,高達創戰潛行者RE: RISE 2nd Season（僅限港澳地區）,4369追番
3182,波波罗古洛伊斯物语,4354追番
3183,零秒出手 第二季,4340追番
3184,PIKO太郎的摇篮曲,4267追番
3185,放學後堤防日誌（僅限台灣地區）,4262追番
3186,激斗战车（中文）,4262追番
3187,超时空世纪ORGUSS,4253追番
3188,科学小飞侠F（1979）,4245追番
3189,Akubi girl,4239追番
3190,银河冒险战记 胎动篇,4239追番
3191,贮金大冒险,4234追番
3192,燒窯的話也要馬克杯（僅限港澳台地區）,4230追番
3193,立食师列传,4213追番
3194,无敌超人赞波3,4180追番
3195,弱角友崎同學（僅限港澳台地區）,4175追番
3196,闇影詩章（僅限台灣地區）,4174追番
3197,歌劇少女！！（僅限港澳台地區）,4156追番
3198,小白角,4149追番
3199,银河冒险战记 激斗篇,4144追番
3200,Angolmois 元寇合戰記（僅限港澳台地區）,4140追番
3201,雪之女王,4127追番
3202,虽然是玻璃假面 2013版,4098追番
3203,新櫻花大戰 the Animation（僅限港澳台地區）,4093追番
3204,科学小飞侠II（1978）,4093追番
3205,聽我的電波吧（僅限港澳台及其他地區）,4064追番
3206,花牌情緣 第三季（僅限台灣地區）,4064追番
3207,金属对决 战斗陀螺 ZERO G,4054追番
3208,闪电十一人GO 究极之绊 狮鹫兽,3983追番
3209,機動戰士高達 THE ORIGIN III：破曉起義（僅限港澳台地區）,3898追番
3210,究极超人R,3897追番
3211,神秘的世界EL-HAZARD OVA,3871追番
3212,新战神金刚：传奇的保护神 第六季,3869追番
3213,八神君的家庭事件,3852追番
3214,永远的大和号,3851追番
3215,神魂合体GODANNAR！！ 第二季,3794追番
3216,相聚一刻番外篇 一刻岛飘流记,3756追番
3217,消防员山姆,3751追番
3218,記錄的地平線 圓桌崩壞（僅限港澳台地區）,3740追番
3219,LISTENERS（僅限港澳台及其他地區）,3707追番
3220,钢铁杰克,3690追番
3221,新战神金刚：传奇的保护神 第三季,3662追番
3222,铃铛猫娘 夏季特别篇 2000,3640追番
3223,大小姐搜查网,3636追番
3224,The Snack World,3632追番
3225,甜心戰士 Universe（僅限港澳台地區）,3627追番
3226,NEXT战记EHRGEIZ,3606追番
3227,我家三姐妹,3594追番
3228,魔法律事務所 第二季（僅限港澳台地區）,3582追番
3229,银河战国群雄传,3573追番
3230,鋼彈創鬥者潛網大戰 Re:RISE（僅限台灣地區）,3561追番
3231,科学小飞侠 THE MOVIE,3545追番
3232,SK8 the Infinity（僅限港澳台地區）,3543追番
3233,至尊勇者,3541追番
3234,梦幻骑士IV 时之旅人,3533追番
3235,病毒,3531追番
3236,幻梦战记莉达,3529追番
3237,新战神金刚：传奇的保护神 第五季,3528追番
3238,闪电十一人 最强军团王牙来袭,3518追番
3239,铁人28号 白昼之残月,3517追番
3240,闇芝居9（僅限港澳台地區）,3510追番
3241,地球隊長（僅限港澳台地區）,3486追番
3242,1磅的福音,3481追番
3243,鋼彈創鬥者潛網大戰 Re:RISE 第二季（僅限台灣地區）,3418追番
3244,苏希的动物园,3404追番
3245,机械女神R,3390追番
3246,小書痴的下剋上:為了成為圖書管理員不擇手段! 第二部（僅限台灣地區）,3363追番
3247,铃铛猫娘 圣诞特别篇,3357追番
3248,精神力量,3316追番
3249,星界的战旗 星界的战旗III,3287追番
3250,3年D班玻璃假面,3278追番
3251,魔法阵都市 剧场版 上篇,3255追番
3252,野良耳,3255追番
3253,超时空世纪02,3253追番
3254,铃铛猫娘 赏花特别篇,3249追番
3255,警察战车队 TANK S.W.A.T.,3213追番
3256,银河四驱车,3181追番
3257,機動戰士高達 THE ORIGIN I：蒼瞳的卡斯巴爾（僅限港澳台地區）,3180追番
3258,天命神童,3164追番
3259,星界的战旗TV版 星界的战旗II,3156追番
3260,厨病激发BOY（僅限台灣地區）,3150追番
3261,ARGONAVIS from BanG Dream！（僅限台灣地區）,3143追番
3262,叫我對大哥（僅限港澳台地區）,3140追番
3263,搖滾少女!! STARS!!（僅限港澳台地區）,3123追番
3264,大运动会 OVA,3123追番
3265,YAT安心！宇宙旅行,3107追番
3266,激战！弹珠人 第二季,3094追番
3267,弹道,3075追番
3268,VS骑士弹珠汽水&40炎,3069追番
3269,真白之音（僅限港澳台地區）,3055追番
3270,无敌王,3028追番
3271,百变之星 妙啊！妙！,3024追番
3272,IDOLY PRIDE（僅限港澳台地區）,3002追番
3273,天才傻瓜 复活的弗兰德之犬,3001追番
3274,格斗小霸王,2995追番
3275,超电动机器人 铁人28号FX,2975追番
3276,秋叶原电脑组 2011年的暑假,2967追番
3277,小彼索,2966追番
3278,超时空游侠,2953追番
3279,爆TECH！爆丸,2941追番
3280,超机甲发明小子,2925追番
3281,战斗陀螺 剧场版,2912追番
3282,MIX（僅限台灣地區）,2906追番
3283,辛巴达 真昼之夜与不可思议之门,2888追番
3284,社長，戰鬥的時間到了！（僅限台灣地區）,2875追番
3285,魔法提琴手 剧场版,2842追番
3286,BACK ARROW（僅限港澳台地區）,2839追番
3287,非槍人生 第二季 （僅限台灣地區）,2837追番
3288,剧场版 虽然是玻璃假面,2829追番
3289,昆虫小精灵,2825追番
3290,賽馬娘四格（僅限台灣地區）,2821追番
3291,Peeping Life -The Perfect Edit,2820追番
3292,暗黑之猫 Dark Cat,2819追番
3293,铁甲飞天侠,2804追番
3294,史诗创造者年代纪,2784追番
3295,海豚便利店,2747追番
3296,Fairy蘭丸（僅限港澳台地區）,2746追番
3297,小双侠,2735追番
3298,驰风！赛艇王,2720追番
3299,地狱堂灵界通信,2712追番
3300,机甲创世记 OVA,2679追番
3301,機動戰士高達 THE ORIGIN II：悲哀的阿爾黛西亞（僅限港澳台地區）,2657追番
3302,罐装萌兽,2644追番
3303,银河漂流VIFAM,2621追番
3304,約戰狂三外傳（僅限港澳台地區）,2594追番
3305,魔法阵都市 剧场版 下篇,2573追番
3306,浪漫追星社 特典,2570追番
3307,阿爾蒂（僅限台灣地區）,2558追番
3308,雅诺斯的梦幻,2530追番
3309,机械女神J again,2525追番
3310,拉链超人组,2522追番
3311,铃铛猫娘 暑假特别篇,2508追番
3312,天地創造設計部（僅限港澳台地區）,2499追番
3313,Infini-T Force（僅限港澳台地區）,2498追番
3314,最强机器人 大王者,2495追番
3315,怪病醫拉姆尼（僅限港澳台地區）,2484追番
3316,少年桑塔的大冒险,2457追番
3317,超地下偶像,2437追番
3318,怪侠佐罗利 第一季,2436追番
3319,圣战士登拜因 OVA,2417追番
3320,加州危机,2409追番
3321,我的小行星【中文】,2400追番
3322,咬屁屁虫 第一季,2392追番
3323,裸狼,2388追番
3324,宇宙战舰山本洋子,2388追番
3325,敌人是海盗- 猫们的飨宴,2367追番
3326,卡姆伊之剑,2327追番
3327,美麗新世界 The Animation（僅限港澳台地區）,2319追番
3328,踢向明天,2302追番
3329,小小雪精灵 夏季特别篇,2296追番
3330,魔天战神 OVA,2254追番
3331,香蕉喵 不可思議的夥伴們（僅限港澳台地區）,2246追番
3332,科学小飞侠 特番,2221追番
3333,ALL OUT!!（僅限台湾地區）,2204追番
3334,机甲界卡利安,2202追番
3335,网络争霸战,2199追番
3336,和殿下一起,2140追番
3337,轰烈弹珠人,2119追番
3338,决斗大师VS,2088追番
3339,农业娘,2081追番
3340,神秘的世界 EL-HAZARD 2 OVA,2057追番
3341,无敌龙卷风,2054追番
3342,火圣旅团999.9,2049追番
3343,巴塔木自然拼读系列儿歌,2047追番
3344,阿大是我哥,2041追番
3345,Doamaiger D,2038追番
3346,Praeter之傷（僅限港澳台地區）,2034追番
3347,宇宙战舰山本洋子II,2034追番
3348,蓝色计划 地球SOS,2031追番
3349,成为偶像www,2028追番
3350,决斗大师VSR,2022追番
3351,铃铛猫娘 新年特别篇,2019追番
3352,HEROMAN短篇,1976追番
3353,勇者指令 OVA,1946追番
3354,忍空,1942追番
3355,蒼之騎士團(僅限港澳台地區）,1936追番
3356,WASIMO,1936追番
3357,练马萝卜兄弟,1919追番
3358,银河烈风,1911追番
3359,巴塔木故事 第一季,1897追番
3360,万能蔬菜卜卜侠,1870追番
3361,演劇偶像（僅限港澳台地區）,1840追番
3362,银河疾风,1835追番
3363,铁子之旅,1708追番
3364,船梨精摇摇摇日和,1665追番
3365,拳王创世纪1 影道篇,1647追番
3366,Active Raid -機動強襲室第八課- 2nd（僅限港澳台地區）,1580追番
3367,完全胜利大帝王,1573追番
3368,鼠来宝(第一季）,1569追番
3369,决斗大师Victory V,1547追番
3370,大運動會 ReSTART！（僅限港澳台地區）,1545追番
3371,重战机艾尔盖姆 OVA,1543追番
3372,决斗大师 Victory,1526追番
3373,夏目友人帳 喚石者與怪異的訪客（僅限港澳台地區）,1525追番
3374,裝甲娘戰機（僅限港澳台地區）,1514追番
3375,超能力魔美 星空的跳舞娃娃,1496追番
3376,彻之进,1481追番
3377,宇宙魔神大剑豪,1473追番
3378,小双侠 新双侠机械大集合！玩具国大决战，骰子！,1418追番
3379,舞蹈精灵clinoppe,1416追番
3380,浦島坂田船的日常（僅限台灣地區）,1401追番
3381,合身战队机器人MECHANDER,1401追番
3382,魔術士歐菲 流浪之旅 基姆拉克篇（僅限港澳台地區）,1398追番
3383,舞伎家的料理人（僅限港澳台地區）,1393追番
3384,无责任舰长OVA,1390追番
3385,巴塔木流行儿歌 第三季,1388追番
3386,铁鼻子,1375追番
3387,无责任舰长 特别篇 孤独一人的战争,1359追番
3388,少年剑道王直角,1332追番
3389,赤足小子2,1332追番
3390,爆TECH!爆丸 激撞,1326追番
3391,咬屁屁虫 第四季,1312追番
3392,寿司忍者,1302追番
3393,超人战队BARATTACK,1297追番
3394,苍之流星SPT雷兹纳 OVA,1294追番
3395,团地友夫,1271追番
3396,熊猫拍拍 职业篇,1247追番
3397,2.43清陰高校男子排球部（僅限港澳台地區）,1243追番
3398,交给你了!奇迹猫团,1243追番
3399,古町与团五郎,1229追番
3400,噴嚏大魔王2020（僅限台灣地區）,1175追番
3401,绝对无敌雷神王OVA,1172追番
3402,花樣滑冰Stars（僅限港澳台地區）,1138追番
3403,怪侠佐罗利 谜之宝物大作战,1100追番
3404,钢铁杰克 剧场版,1093追番
3405,睡衣小英雄,1069追番
3406,WASIMO 第三季,1061追番
3407,星际赛车,1055追番
3408,机甲界卡利安 OVA,1024追番
3409,超爆裂异次元卡片大战,1010追番
3410,爆斗宣言大钢弹,993追番
3411,猴兔超人,984追番
3412,怪侠佐罗利 第二季,982追番
3413,咬屁屁虫 第二季,969追番
3414,WAVE!! ~來衝浪吧!!~（僅限台灣地區）,952追番
3415,怪侠佐罗利 第三季,929追番
3416,决斗大师 Victory V3,929追番
3417,睡衣小英雄 第三季,926追番
3418,企鹅掌门人,919追番
3419,熊猫拍拍 应援团篇,909追番
3420,Good Morning!!! DORONJO,897追番
3421,鼠来宝(第三季）,890追番
3422,春之笛,877追番
3423,流星机学生霸,874追番
3424,WASIMO 第二季,837追番
3425,睡衣小英雄 第二季,816追番
3426,鼠来宝 英文版(第一季）,703追番
3427,鼠来宝(第二季）,551追番
3428,巴塔说 第二季,517追番
3429,鼠来宝 英文版(第三季）,420追番
3430,鼠来宝 英文版(第二季）,329追番
3431,教教我吧 北齋！（僅限港澳台地區）,316追番
